Topic,Count,Name,Representation,Representative_Docs
256,12,256_group_heraldo_navarro_buenos,"['group', 'heraldo', 'navarro', 'buenos', 'dias', 'todas', 'media', 'carlos', 'tengan', 'todos']","['pregunta buenos dias a todas y todos carlos navarro de heraldo media group ', 'pregunta buenos dias a todas y todos carlos navarro de heraldo media group ', 'pregunta buenos dias a todas y todas carlos navarro de el heraldo media group ']"
257,12,257_pregunta_reabrio_lilly_si,"['pregunta', 'reabrio', 'lilly', 'si', 'correcto', 'tellez', 'contempla', 'saber', 'similar', 'verdad']","['pregunta si de hecho por eso la pregunta ', 'pregunta lilly tellez que opina de eso ', 'pregunta si es lo que ']"
258,12,258_clark_dobarganes_eduardo_integracion,"['clark', 'dobarganes', 'eduardo', 'integracion', 'subsecretario', 'garcia', 'sector', 'saludarlos', 'desarrollo', 'salud']","['subsecretario de integracion y desarrollo del sector salud eduardo clark garcia dobarganes muchas gracias secretaria con su permiso buenos dias a todos saludarlos ', 'subsecretario de integracion y desarrollo del sector salud eduardo clark garcia dobarganes presidenta con su permiso ', 'subsecretario de integracion y desarrollo del sector salud eduardo clark garcia dobarganes presidenta con su permiso ']"
259,12,259_hablamos_sader_informando_pardo,"['hablamos', 'sader', 'informando', 'pardo', 'apuntando', 'chapingo', 'sheinbaum', 'claudia', 'notificacion', 'plantearle']","['presidenta de mexico claudia sheinbaum pardo ya ya hablamos de eso ya hablamos mucho de eso ', 'presidenta de mexico claudia sheinbaum pardo ya ya vamos para alla ahora hablamos de eso ahora hablamos de eso ', 'presidenta de mexico claudia sheinbaum pardo chapingo ah pues esa esta muy vinculada con sader entonces vamos a pedirle tambien ahi a la secretaria de gobernacion y a sader que puedan ver hasta donde se puede apoyar ']"
260,12,260_videos_video_manipulado_cerraria,"['videos', 'video', 'manipulado', 'cerraria', 'reactivo', 'sheinbaum', 'claudia', 'desmintio', 'mitin', 'paisanos']","['presidenta de mexico claudia sheinbaum pardo los videos ', 'presidenta de mexico claudia sheinbaum pardo lo del video los videos ', 'tres en redes sociales se reactivo un video en el que supuestamente la presidenta claudia sheinbaum llama a invertir en una plataforma financiera mentira el video esta manipulado con inteligencia artificial el original corresponde a mayo de 2024 cuando la entonces candidata presidencial claudia sheinbaum desmintio que cerraria las iglesias en mexico si ganaba la presidencia ']"
261,12,261_turismo_derrama_promociones_turistica,"['turismo', 'derrama', 'promociones', 'turistica', 'viaje', 'turistas', 'china', 'grandeza', 'plataforma', 'visitmexico']","['estaremos en 14 ferias internacionales con los hoteles y el tren maya por supuesto el tianguis turistico y tenemos alianzas estrategicas con la iniciativa privada y otros sectores que permiten que la marca mexico este predominando en diferentes sectores tenemos una nueva plataforma que es visitmexico en donde tendra inteligencia virtual donde frida tu robot guia te llevara por todos los estados a conocer la grandeza turistica que tienen estaremos en 8 estados de norteamerica con la presencia de mexico y la presentacion de los 32 estados ', 'llegan pocos ciudadanos de china en turismo a mexico comparado con lo que ha crecido el turismo de esta nacionalidad en otros paises del mundo entre otras cosas tiene que ver con la visa que otorga mexico que tarda mucho tiempo entonces se estan viendo este tipo de acuerdos para que se aceleren por ejemplo en el consulado de alla la posibilidad de las visas para turismo en fin varios temas que se estan revisando con ellos ', 'un aumento de turismo nacional es muy importante decirles que para ser el quinto pais solo se cuenta el turismo extranjero pero no hay que olvidar el turismo nacional nosotros viajamos 60 millones al ano de turistas por todo el pais hay que conocer mas a mexico tambien sacamos en plataforma le llamamos conoce estas joyas que nosotros propios mexicanos tenemos que poder y ademas invitar entonces queremos crecerlo 9 8 por ciento mas ']"
262,12,262_correo_electronico_mx_infodemia,"['correo', 'electronico', 'mx', 'infodemia', 'queja', 'alertas', 'tarjeta', 'alerta', 'detectordementiras', 'gob']","['lo que estamos facilitando es justamente que puede enviarse la remesa por via electronica y que pueda tener una cuenta para eso es la tarjeta finabien y la pueden pedir por correo a www finabien gob mx o directamente del consulado ahi llenan sus datos suben sus documentos y les llega directamente por correo la tarjeta ', 'comienzo la seccion agradeciendo a las y los ciudadanos que enviaron el correo electronico detectordementiras infodemia mx sus consultas de verificacion sobre diversas noticias falsas que circularon en los medios de comunicacion redes sociales y sobre todo plataformas de mensajeria juntos luchamos contra la infodemia ', 'inicio la seccion agradeciendo a las y los ciudadanos que a traves del correo electronico detectordementiras infodemia gob mx nos han enviado solicitudes de desmentidos e incluso informacion para elaborarlos juntos cortamos la infodemia ']"
263,11,263_contreras_rodrigo_chavez_director,"['contreras', 'rodrigo', 'chavez', 'director', 'comision', 'vivienda', 'general', 'permiso', 'nacional', 'arturo']","['el director general de la comision nacional de vivienda rodrigo chavez contreras ', 'el director general de la comision nacional de vivienda rodrigo chavez contreras ', 'el director general de la comision nacional de vivienda rodrigo chavez contreras ']"
264,11,264_institutos_universidades_upiem_encabeza,"['institutos', 'universidades', 'upiem', 'encabeza', 'politecnico', 'transferencia', 'tecnologica', 'instituto', 'polo', 'tecnologico']","['los institutos tecnologicos el tecnologico nacional de mexico es una institucion muy importante que se conoce poco estudian ahi cerca de 600 mil jovenes de hecho es la institucion mas grande publica de formacion de ingenieras e ingenieros en nuestro pais esta el instituto politecnico nacional las universidades publicas y los institutos de investigacion vinculados con al conahcyt ', 'en ese contexto de manera paralela se esta trabajando con la consejeria juridica con la secretaria de economia que encabeza el secretario marcelo ebrard para la generacion de un consejo consultivo que permita generar la transferencia tecnologica de la cual ya se ha hablado con integrantes del sector empresarial del sector academico de personas cientificas y que puedan generar esa transferencia de la tecnologia de las patentes hacia el empresariado tanto a nivel mexicano como a nivel internacional ', 'nos estamos comprometiendo a que en el siguiente ciclo escolar el del 25 26 avancemos en la gratuidad tambien del tecnologico nacional de mexico y del instituto politecnico nacional ademas las universidades autonomas pues se va a entrar en contacto con ellas de los estados o la unam para ver que capacidad tienen de crecer por supuesto poniendo los recursos dedicados a la docencia y a la investigacion no a la burocracia sino que la mayoria de los recursos la gran mayoria el 99 por ciento vayan al desarrollo de nuevos espacios de nueva matricula entonces este es el compromiso y avanzamos desde este ano ']"
265,11,265_fiscalia_republica_fuero_cangurera,"['fiscalia', 'republica', 'fuero', 'cangurera', 'general', 'jaime', 'convivimos', 'investigacion', 'comun', 'caso']","['y despues jaime aviles por eso viene a colacion hace una investigacion y se ve que este personaje pues tiene contratos con el ine o entonces el instituto federal electoral y de ahi viene una investigacion muy grande de esos contratos que despues se dijo que parte del fraude vino de ese contrato que y en esa epoca convivimos ya nos conociamos de antes pero convivimos mucho con jaime porque yo era vocera y el estaba haciendo esas investigaciones y varias veces nos reunimos ', 'ahorita lo que se complementa es la investigacion que ya se lleva a cabo con la fiscalia general de la republica en dado caso que estas personas que sean bloqueadas tienen que presentar para legitimar las cuentas etcetera y si es asi se desbloquean y si no ya se inicia una carpeta de investigacion con la fiscalia general de la republica ', 'y la segunda forma de como se trafica informacion privilegiada hay un caso emblematico que es muy conocido del sector que se le conoce como el nino de cangurera es un joven funcionario que primero estaba en birmex y ahora esta en la secretaria de salud que porta una cangurera literal una de estas bolsas que se atan a la cintura donde trae no solamente fajos de dinero sino tambien dispositivos usb con informacion de las licitaciones publicas ']"
266,11,266_metodo_revisarlo_gestionados_atenderlos,"['metodo', 'revisarlo', 'gestionados', 'atenderlos', 'desgranes', 'exactamente', 'inaceptables', 'simulado', 'gigantesco', 'revision']","['entonces es muy bueno que tengamos muy definido el metodo y en todo caso a traves de este metodo vamos a ir evaluando las problematicas ', 'y hacer lo que solemos hacer que es un ejercicio de usuario simulado para verificar exactamente cual es la atencion y que no ocurra ese tipo de cosas que por supuesto son inaceptables ', 'secretario de infraestructura comunicaciones y transportes jesus antonio esteva medina vamos a revisarlo vamos a revisarlo porque si fue un volumen gigantesco durante el proceso de constructivo habia desgranes como todo pero estamos revisando la solucion ']"
267,11,267_gabinete_seguridad_asegure_procedimental,"['gabinete', 'seguridad', 'asegure', 'procedimental', 'pardo', 'decirla', 'preferia', 'sheinbaum', 'claudia', 'proceso']","['presidenta de mexico claudia sheinbaum pardo a ver lo que yo dije es lo que comentaron el gabinete que pudiera haber ocurrido no es que yo asegure que eso se planteo en el gabinete pero le corresponde a la fiscalia investigar no como fue esa detencion y que diga la fiscalia realmente que ocurrio ', 'presidenta de mexico claudia sheinbaum pardo pueden dar mas informacion en el gabinete de seguridad ', 'presidenta de mexico claudia sheinbaum pardo que informe el gabinete de seguridad ']"
268,11,268_valencia_guzman_salvador_subsecretario,"['valencia', 'guzman', 'salvador', 'subsecretario', 'jesus', 'bienestar', 'palabras', 'gracias', 'bienvenida', 'robledo']","['subsecretario de bienestar jesus salvador valencia guzman gracias a la secretaria ariadna montiel ', 'subsecretario de bienestar jesus salvador valencia guzman gracias secretaria por sus palabras ', 'subsecretario de bienestar jesus salvador valencia guzman gracias a la presidenta ']"
269,11,269_desarme_iglesia_iglesias_atrios,"['desarme', 'iglesia', 'iglesias', 'atrios', 'armas', 'catolica', 'paz', 'fuego', 'belicos', 'juguetes']","['voz mujer con si al desarme si a la paz se colocan carpas en atrios de iglesias para el intercambio voluntario y anonimo de armas de fuego a cambio de dinero en efectivo y los ninos y las ninas canjean juguetes belicos por educativos ', 'ademas si al desarme si a la paz continua en atrios de iglesias con el intercambio de manera voluntaria y anonima de armas de fuego por dinero en efectivo y juguetes belicos por didacticos ', 'se realiza a partir del dia de hoy se usan los atrios de las iglesias por la confianza que genera en la ciudadania nos ayuda obviamente la iglesia catolica y ahi se entregan armas a cambio de recursos economicos sin investigacion y el objetivo es el desarme el desarme voluntario ']"
